zip5,county_fips,CBSA Code,CBSA Title
04073,23031,38860,"Portland-South Portland, ME"
96155,06017,40900,"Sacramento-Roseville-Folsom, CA"
04973,23027,,
05655,50015,,
04981,23027,,
27883,37195,48980,"Wilson, NC"
30331,13121,12060,"Atlanta-Sandy Springs-Roswell, GA"
72617,05005,34260,"Mountain Home, AR"
94941,06041,41860,"San Francisco-Oakland-Fremont, CA"
36526,01003,19300,"Daphne-Fairhope-Foley, AL"
95388,06047,32900,"Merced, CA"
53933,55027,13180,"Beaver Dam, WI"
25555,54099,26580,"Huntington-Ashland, WV-KY-OH"
96729,15009,27980,"Kahului-Wailuku, HI"
30624,13105,,
26681,54067,,
72916,05131,22900,"Fort Smith, AR-OK"
29563,45033,,
45784,39167,31930,"Marietta, OH"
52542,19177,,
65760,29153,,
04939,23019,12620,"Bangor, ME"
47975,18171,29200,"Lafayette-West Lafayette, IN"
65774,29085,,
17224,42055,16540,"Chambersburg, PA"
63543,29199,,
50458,19067,,
43076,39127,18140,"Columbus, OH"
67347,20125,,
04253,23001,30340,"Lewiston-Auburn, ME"
24079,51063,13980,"Blacksburg-Christiansburg-Radford, VA"
87564,35055,45340,"Taos, NM"
55983,27049,39860,"Red Wing, MN"
35130,01127,13820,"Birmingham, AL"
59240,30105,,
37615,47179,27740,"Johnson City, TN"
85367,04027,49740,"Yuma, AZ"
60010,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
50136,19107,,
68457,31147,,
44060,39085,17410,"Cleveland, OH"
92344,06071,40140,"Riverside-San Bernardino-Ontario, CA"
75002,48085,19100,"Dallas-Fort Worth-Arlington, TX"
46371,18091,33140,"Michigan City-La Porte, IN"
06238,09013,,
70520,22055,29180,"Lafayette, LA"
15541,42111,43740,"Somerset, PA"
50603,19037,,
52321,19105,16300,"Cedar Rapids, IA"
05660,50023,12740,"Barre, VT"
49410,26105,31220,"Ludington, MI"
50666,19017,47940,"Waterloo-Cedar Falls, IA"
48426,26151,,
85730,04019,46060,"Tucson, AZ"
49029,26025,12980,"Battle Creek, MI"
39366,28023,32940,"Meridian, MS"
36754,01091,,
79538,48083,,
16838,42033,20180,"DuBois, PA"
03901,23031,38860,"Portland-South Portland, ME"
05448,50011,15540,"Burlington-South Burlington, VT"
58768,38049,33500,"Minot, ND"
32771,12117,36740,"Orlando-Kissimmee-Sanford, FL"
40145,21027,,
23888,51183,40060,"Richmond, VA"
97375,41047,41420,"Salem, OR"
62918,17199,32060,"Marion-Herrin, IL"
59461,30051,,
12522,36027,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
68448,31131,,
67002,20015,48620,"Wichita, KS"
30529,13157,27600,"Jefferson, GA"
03253,33001,29060,"Laconia, NH"
06384,09011,,
54028,55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
78223,48029,41700,"San Antonio-New Braunfels, TX"
48615,26057,10940,"Alma, MI"
62816,17081,34500,"Mount Vernon, IL"
21911,24015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
37771,47105,28940,"Knoxville, TN"
62635,17107,30660,"Lincoln, IL"
65329,29141,,
28392,37017,,
25969,54089,,
49918,26083,26340,"Houghton, MI"
04350,23011,12300,"Augusta-Waterville, ME"
14838,36015,21300,"Elmira, NY"
12919,36019,38460,"Plattsburgh, NY"
14105,36063,15380,"Buffalo-Cheektowaga, NY"
45745,39121,,
05837,50009,,
01337,25011,24640,"Greenfield, MA"
15521,42009,,
95450,06097,42220,"Santa Rosa-Petaluma, CA"
48027,26147,19820,"Detroit-Warren-Dearborn, MI"
48065,26099,19820,"Detroit-Warren-Dearborn, MI"
36436,01025,,
29717,45091,16740,"Charlotte-Concord-Gastonia, NC-SC"
36538,01129,,
45678,39087,26580,"Huntington-Ashland, WV-KY-OH"
22936,51003,16820,"Charlottesville, VA"
01378,25011,24640,"Greenfield, MA"
50206,19083,,
64739,29037,28140,"Kansas City, MO-KS"
12833,36091,10580,"Albany-Schenectady-Troy, NY"
63013,29071,41180,"St. Louis, MO-IL"
27358,37081,24660,"Greensboro-High Point, NC"
72120,05119,30780,"Little Rock-North Little Rock-Conway, AR"
42746,21099,,
02330,25023,14460,"Boston-Cambridge-Newton, MA-NH"
04449,23019,12620,"Bangor, ME"
61360,17099,36837,"Ottawa, IL"
75159,48113,19100,"Dallas-Fort Worth-Arlington, TX"
49744,26007,10980,"Alpena, MI"
64434,29147,32340,"Maryville, MO"
92392,06071,40140,"Riverside-San Bernardino-Ontario, CA"
89015,32003,29820,"Las Vegas-Henderson-North Las Vegas, NV"
51357,19041,43980,"Spencer, IA"
77640,48245,13140,"Beaumont-Port Arthur, TX"
62360,17001,39500,"Quincy, IL-MO"
31052,13021,31420,"Macon-Bibb County, GA"
50264,19039,,
61109,17201,40420,"Rockford, IL"
46772,18001,19540,"Decatur, IN"
64430,29063,41140,"St. Joseph, MO-KS"
82421,56003,,
05675,50017,30150,"Lebanon-Claremont, NH-VT"
15320,42059,,
16153,42085,25850,"Hermitage, PA"
37142,47125,17300,"Clarksville, TN-KY"
93260,06107,47300,"Visalia, CA"
24566,51143,19260,"Danville, VA"
94946,06041,41860,"San Francisco-Oakland-Fremont, CA"
29036,45063,17900,"Columbia, SC"
13620,36049,,
53522,55045,31540,"Madison, WI"
64771,29217,,
14889,36015,21300,"Elmira, NY"
98938,53077,49420,"Yakima, WA"
06470,09001,,
53182,55101,39540,"Racine-Mount Pleasant, WI"
36550,01003,19300,"Daphne-Fairhope-Foley, AL"
83869,16055,17660,"Coeur d'Alene, ID"
51564,19085,36540,"Omaha, NE-IA"
42337,21177,,
48074,26147,19820,"Detroit-Warren-Dearborn, MI"
76063,48439,19100,"Dallas-Fort Worth-Arlington, TX"
26178,54085,,
03740,33009,30150,"Lebanon-Claremont, NH-VT"
52550,19107,,
43777,39119,49780,"Zanesville, OH"
98365,53031,39040,"Port Townsend, WA"
55963,27049,39860,"Red Wing, MN"
50556,19109,,
80473,08057,,
14066,36121,,
34613,12053,45300,"Tampa-St. Petersburg-Clearwater, FL"
03882,33003,,
53810,55043,38420,"Platteville, WI"
32190,12127,19660,"Deltona-Daytona Beach-Ormond Beach, FL"
25306,54039,16620,"Charleston, WV"
40046,21215,31140,"Louisville/Jefferson County, KY-IN"
28323,37085,11360,"Anderson Creek, NC"
45682,39145,39020,"Portsmouth, OH"
27853,37131,40260,"Roanoke Rapids, NC"
48002,26147,19820,"Detroit-Warren-Dearborn, MI"
64401,29021,41140,"St. Joseph, MO-KS"
46166,18109,26900,"Indianapolis-Carmel-Greenwood, IN"
74827,40063,,
04943,23025,,
13144,36075,45060,"Syracuse, NY"
32666,12107,37260,"Palatka, FL"
61432,17057,15900,"Canton, IL"
03461,33005,28300,"Keene, NH"
64496,29005,,
60417,17197,16980,"Chicago-Naperville-Elgin, IL-IN"
62555,17021,45380,"Taylorville, IL"
11937,36103,35620,"New York-Newark-Jersey City, NY-NJ"
62994,17077,16060,"Carbondale, IL"
74824,40081,36420,"Oklahoma City, OK"
65653,29213,14700,"Branson, MO"
77571,48201,26420,"Houston-Pasadena-The Woodlands, TX"
56113,27081,,
17813,42109,42780,"Selinsgrove, PA"
32720,12127,19660,"Deltona-Daytona Beach-Ormond Beach, FL"
50449,19081,,
98258,53061,42660,"Seattle-Tacoma-Bellevue, WA"
27252,37037,20500,"Durham-Chapel Hill, NC"
24432,51015,44420,"Staunton-Stuarts Draft, VA"
62957,17003,16020,"Cape Girardeau, MO-IL"
76519,48331,,
43115,39141,17060,"Chillicothe, OH"
26104,54107,37620,"Parkersburg-Vienna, WV"
44082,39007,17410,"Cleveland, OH"
92276,06065,40140,"Riverside-San Bernardino-Ontario, CA"
40011,21103,31140,"Louisville/Jefferson County, KY-IN"
77318,48339,26420,"Houston-Pasadena-The Woodlands, TX"
64855,29097,27900,"Joplin, MO-KS"
39481,28061,29860,"Laurel, MS"
29741,45025,,
66740,20133,,
84026,49047,46860,"Vernal, UT"
64657,29075,,
48064,26147,19820,"Detroit-Warren-Dearborn, MI"
17212,42057,,
14726,36009,36460,"Olean, NY"
74641,40071,38620,"Ponca City, OK"
17847,42097,44980,"Sunbury, PA"
80451,08049,,
21042,24027,12580,"Baltimore-Columbia-Towson, MD"
87554,35039,21580,"Española, NM"
63089,29071,41180,"St. Louis, MO-IL"
35543,01093,,
03241,33009,30150,"Lebanon-Claremont, NH-VT"
47611,18147,,
14517,36051,40380,"Rochester, NY"
04071,23005,38860,"Portland-South Portland, ME"
28640,37009,,
24918,54063,,
24092,51067,40220,"Roanoke, VA"
04684,23009,,
12404,36111,28740,"Kingston, NY"
25270,54087,,
52323,19105,16300,"Cedar Rapids, IA"
01366,25027,49340,"Worcester, MA"
48116,26093,19820,"Detroit-Warren-Dearborn, MI"
98070,53033,42660,"Seattle-Tacoma-Bellevue, WA"
48466,26151,,
02816,44003,39300,"Providence-Warwick, RI-MA"
40175,21163,31140,"Louisville/Jefferson County, KY-IN"
52159,19005,,
56121,27091,21860,"Fairmont, MN"
45308,39037,24820,"Greenville, OH"
46517,18039,21140,"Elkhart-Goshen, IN"
68789,31107,,
17363,42133,49620,"York-Hanover, PA"
54420,55019,,
67021,20151,,
04746,23003,,
62086,17005,41180,"St. Louis, MO-IL"
52644,19087,,
44849,39175,,
41240,21115,,
55971,27045,40340,"Rochester, MN"
35552,01093,,
21849,24045,41540,"Salisbury, MD"
58016,38097,,
55742,27061,24330,"Grand Rapids, MN"
05033,50017,30150,"Lebanon-Claremont, NH-VT"
21678,24029,,
71424,22079,10780,"Alexandria, LA"
12458,36111,28740,"Kingston, NY"
24258,51169,28700,"Kingsport-Bristol, TN-VA"
18222,42079,42540,"Scranton--Wilkes-Barre, PA"
03595,33007,,
03256,33001,29060,"Laconia, NH"
19348,42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
86003,04005,22380,"Flagstaff, AZ"
13833,36007,13780,"Binghamton, NY"
99504,02020,11260,"Anchorage, AK"
43748,39127,18140,"Columbus, OH"
62288,17157,,
36523,01097,33660,"Mobile, AL"
65722,29105,30060,"Lebanon, MO"
10950,36071,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
55390,27171,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
49670,26089,45900,"Traverse City, MI"
06057,09005,,
70392,22101,34020,"Morgan City, LA"
50168,19099,19780,"Des Moines-West Des Moines, IA"
03835,33017,14460,"Boston-Cambridge-Newton, MA-NH"
13668,36089,32390,"Massena-Ogdensburg, NY"
52654,19087,,
48063,26147,19820,"Detroit-Warren-Dearborn, MI"
37149,47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
50837,19001,,
95664,06017,40900,"Sacramento-Roseville-Folsom, CA"
01430,25027,49340,"Worcester, MA"
06033,09003,,
16258,42031,,
13808,36077,36580,"Oneonta, NY"
56052,27079,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
04008,23023,38860,"Portland-South Portland, ME"
57233,46077,,
37657,47171,27740,"Johnson City, TN"
16928,42117,,
43310,39065,,
38543,47133,18260,"Cookeville, TN"
48757,26157,,
02813,44009,39300,"Providence-Warwick, RI-MA"
83535,16069,30300,"Lewiston, ID-WA"
04481,23021,,
51447,19165,,
13167,36075,45060,"Syracuse, NY"
78573,48215,32580,"McAllen-Edinburg-Mission, TX"
06756,09005,,
47436,18093,13260,"Bedford, IN"
72686,05115,40780,"Russellville, AR"
80469,08107,44460,"Steamboat Springs, CO"
80478,08049,,
46115,18139,,
24529,51117,,
83325,16053,46300,"Twin Falls, ID"
05152,50003,13540,"Bennington, VT"
01516,25027,49340,"Worcester, MA"
04419,23019,12620,"Bangor, ME"
72470,05021,,
47431,18119,14020,"Bloomington, IN"
48754,26063,,
61078,17015,,
11949,36103,35620,"New York-Newark-Jersey City, NY-NJ"
62354,17067,,
23878,51175,,
73073,40103,,
78588,48427,40100,"Rio Grande City-Roma, TX"
24944,54075,,
24970,54025,,
92314,06071,40140,"Riverside-San Bernardino-Ontario, CA"
13063,36067,45060,"Syracuse, NY"
60545,17093,16980,"Chicago-Naperville-Elgin, IL-IN"
15380,42059,,
61060,17177,23300,"Freeport, IL"
42450,21233,25775,"Henderson, KY"
63014,29071,41180,"St. Louis, MO-IL"
55967,27099,12380,"Austin, MN"
22438,51057,,
29545,45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC"
06423,09007,,
05446,50007,15540,"Burlington-South Burlington, VT"
63471,29127,25300,"Hannibal, MO"
63347,29113,41180,"St. Louis, MO-IL"
47531,18147,,
49056,26159,,
49643,26019,45900,"Traverse City, MI"
52332,19011,16300,"Cedar Rapids, IA"
43152,39073,18140,"Columbus, OH"
04766,23003,,
14858,36101,18500,"Corning, NY"
74572,40029,,
28311,37051,22180,"Fayetteville, NC"
26743,54057,19060,"Cumberland, MD-WV"
60912,17075,,
38317,47017,,
53049,55039,22540,"Fond du Lac, WI"
50067,19053,,
48096,26099,19820,"Detroit-Warren-Dearborn, MI"
96791,15003,46520,"Urban Honolulu, HI"
03264,33009,30150,"Lebanon-Claremont, NH-VT"
84005,49049,39340,"Provo-Orem-Lehi, UT"
56349,27121,,
46050,18023,23140,"Frankfort, IN"
24149,51121,13980,"Blacksburg-Christiansburg-Radford, VA"
48005,26099,19820,"Detroit-Warren-Dearborn, MI"
51544,19029,,
22134,51179,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
28125,37159,16740,"Charlotte-Concord-Gastonia, NC-SC"
29082,45029,,
37018,47031,46100,"Tullahoma-Manchester, TN"
64752,29217,,
55959,27169,49100,"Winona, MN"
53827,55043,38420,"Platteville, WI"
00606,72093,,
43779,39121,,
73449,40013,20460,"Durant, OK"
64867,29119,,
54621,55123,29100,"La Crosse-Onalaska, WI-MN"
72680,05137,,
60946,17053,16580,"Champaign-Urbana, IL"
14839,36101,18500,"Corning, NY"
14435,36051,40380,"Rochester, NY"
68731,31043,43580,"Sioux City, IA-NE-SD"
34442,12017,26140,"Homosassa Springs, FL"
68976,31073,30420,"Lexington, NE"
70403,22105,25220,"Hammond, LA"
56340,27145,41060,"St. Cloud, MN"
64153,29165,28140,"Kansas City, MO-KS"
54746,55019,,
73731,40151,,
45005,39165,17140,"Cincinnati, OH-KY-IN"
27350,37151,24660,"Greensboro-High Point, NC"
52064,19097,,
47943,18111,16980,"Chicago-Naperville-Elgin, IL-IN"
42274,21227,14540,"Bowling Green, KY"
53029,55133,33340,"Milwaukee-Waukesha, WI"
28174,37179,16740,"Charlotte-Concord-Gastonia, NC-SC"
52581,19007,,
35464,01119,,
40461,21079,,
28717,37099,,
24317,51035,,
05350,50003,13540,"Bennington, VT"
46074,18057,26900,"Indianapolis-Carmel-Greenwood, IN"
96753,15009,27980,"Kahului-Wailuku, HI"
06798,09005,,
78639,48299,,
61777,17039,,
89318,32033,,
63951,29223,,
34604,12053,45300,"Tampa-St. Petersburg-Clearwater, FL"
45851,39125,,
43988,39067,,
78559,48061,15180,"Brownsville-Harlingen, TX"
78221,48029,41700,"San Antonio-New Braunfels, TX"
16233,42031,,
30605,13059,12020,"Athens-Clarke County, GA"
44402,39155,49660,"Youngstown-Warren, OH"
58056,38091,,
20169,51153,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
61327,17155,36837,"Ottawa, IL"
21773,24021,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
04932,23019,12620,"Bangor, ME"
22712,51061,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
34472,12083,36100,"Ocala, FL"
64682,29033,,
21623,24035,12580,"Baltimore-Columbia-Towson, MD"
12075,36021,26460,"Hudson, NY"
47992,18157,29200,"Lafayette-West Lafayette, IN"
15542,42111,43740,"Somerset, PA"
05763,50021,40860,"Rutland, VT"
65649,29167,44180,"Springfield, MO"
49616,26019,45900,"Traverse City, MI"
05455,50011,15540,"Burlington-South Burlington, VT"
31211,13169,31420,"Macon-Bibb County, GA"
14747,36013,27460,"Jamestown-Dunkirk, NY"
61769,17105,38700,"Pontiac, IL"
95915,06063,,
12037,36021,26460,"Hudson, NY"
27926,37073,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
27581,37077,,
72411,05031,27860,"Jonesboro, AR"
61012,17007,40420,"Rockford, IL"
47523,18173,21780,"Evansville, IN"
45681,39141,17060,"Chillicothe, OH"
93063,06111,37100,"Oxnard-Thousand Oaks-Ventura, CA"
06443,09009,,
13502,36065,46540,"Utica-Rome, NY"
66738,20011,,
71456,22069,35060,"Natchitoches, LA"
70094,22051,35380,"New Orleans-Metairie, LA"
34788,12069,36740,"Orlando-Kissimmee-Sanford, FL"
59716,30057,,
35118,01073,13820,"Birmingham, AL"
52065,19061,20220,"Dubuque, IA"
64639,29033,,
64722,29013,28140,"Kansas City, MO-KS"
50226,19153,19780,"Des Moines-West Des Moines, IA"
28508,37061,,
13608,36045,48060,"Watertown-Fort Drum, NY"
76264,48181,43300,"Sherman-Denison, TX"
50576,19021,44740,"Storm Lake, IA"
30646,13195,12020,"Athens-Clarke County, GA"
58009,38097,,
25252,54035,,
44839,39043,41780,"Sandusky, OH"
05062,50027,30150,"Lebanon-Claremont, NH-VT"
47610,18173,21780,"Evansville, IN"
56710,27089,,
14532,36069,40380,"Rochester, NY"
92026,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
65778,29149,,
54867,55113,,
72065,05125,30780,"Little Rock-North Little Rock-Conway, AR"
12060,36021,26460,"Hudson, NY"
78152,48029,41700,"San Antonio-New Braunfels, TX"
10509,36079,35620,"New York-Newark-Jersey City, NY-NJ"
00725,72025,41980,"San Juan-Bayamón-Caguas, PR"
23876,51025,,
46816,18003,23060,"Fort Wayne, IN"
03106,33013,18180,"Concord, NH"
66541,20117,,
68455,31025,36540,"Omaha, NE-IA"
43534,39069,,
01364,25011,24640,"Greenfield, MA"
05353,50025,14710,"Brattleboro, VT"
24472,51163,,
80532,08069,22660,"Fort Collins-Loveland, CO"
68372,31109,30700,"Lincoln, NE"
43066,39041,18140,"Columbus, OH"
72210,05119,30780,"Little Rock-North Little Rock-Conway, AR"
65771,29213,14700,"Branson, MO"
47119,18043,31140,"Louisville/Jefferson County, KY-IN"
49088,26077,28020,"Kalamazoo-Portage, MI"
37069,47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
50857,19003,,
26039,54051,48540,"Wheeling, WV-OH"
80475,08093,19740,"Denver-Aurora-Centennial, CO"
30178,13015,12060,"Atlanta-Sandy Springs-Roswell, GA"
14472,36055,40380,"Rochester, NY"
13740,36025,,
72648,05101,25460,"Harrison, AR"
00610,72011,10380,"Aguadilla, PR"
99110,53065,44060,"Spokane-Spokane Valley, WA"
03045,33011,31700,"Manchester-Nashua, NH"
72405,05031,27860,"Jonesboro, AR"
47470,18093,13260,"Bedford, IN"
84330,49003,14940,"Brigham City, UT-ID"
13072,36053,45060,"Syracuse, NY"
13782,36025,,
50545,19091,,
25213,54079,26580,"Huntington-Ashland, WV-KY-OH"
66617,20177,45820,"Topeka, KS"
35766,01071,42460,"Scottsboro, AL"
01256,25003,38340,"Pittsfield, MA"
60423,17197,16980,"Chicago-Naperville-Elgin, IL-IN"
63656,29093,,
99918,02198,,
27043,37169,49180,"Winston-Salem, NC"
03038,33015,14460,"Boston-Cambridge-Newton, MA-NH"
34473,12083,36100,"Ocala, FL"
15613,42129,38300,"Pittsburgh, PA"
49718,26047,37950,"Petoskey, MI"
41777,21131,,
30557,13119,,
03255,33013,18180,"Concord, NH"
87106,35001,10740,"Albuquerque, NM"
63760,29017,16020,"Cape Girardeau, MO-IL"
62417,17101,,
61440,17109,31380,"Macomb, IL"
03467,33005,28300,"Keene, NH"
54827,55007,,
19518,42011,39740,"Reading, PA"
12546,36027,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
72392,05123,22620,"Forrest City, AR"
27884,37147,24780,"Greenville, NC"
45814,39063,22300,"Findlay, OH"
28751,37087,48200,"Waynesville, NC"
35740,01071,42460,"Scottsboro, AL"
68439,31159,30700,"Lincoln, NE"
56021,27103,31860,"Mankato, MN"
51446,19165,,
41043,21023,17140,"Cincinnati, OH-KY-IN"
14753,36009,36460,"Olean, NY"
53527,55025,31540,"Madison, WI"
95603,06061,40900,"Sacramento-Roseville-Folsom, CA"
50655,19065,,
45743,39105,,
45714,39167,31930,"Marietta, OH"
37840,47129,28940,"Knoxville, TN"
48458,26049,22420,"Flint, MI"
47359,18009,,
04956,23007,,
47513,18037,27540,"Jasper, IN"
42160,21061,14540,"Bowling Green, KY"
17777,42097,44980,"Sunbury, PA"
36316,01061,20020,"Dothan, AL"
74840,40133,,
13348,36077,36580,"Oneonta, NY"
48734,26145,40980,"Saginaw, MI"
92240,06065,40140,"Riverside-San Bernardino-Ontario, CA"
03575,33007,,
56224,27127,,
65446,29055,,
56289,27067,48820,"Willmar, MN"
46742,18151,11420,"Angola, IN"
13335,36077,36580,"Oneonta, NY"
07821,34037,35620,"New York-Newark-Jersey City, NY-NJ"
47032,18029,17140,"Cincinnati, OH-KY-IN"
49113,26021,35660,"Niles, MI"
79003,48211,,
23435,51800,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
31551,13229,48180,"Waycross, GA"
45669,39087,26580,"Huntington-Ashland, WV-KY-OH"
17260,42061,26500,"Huntingdon, PA"
66424,20013,,
83846,16079,,
22853,51165,25500,"Harrisonburg, VA"
20105,51107,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
77336,48201,26420,"Houston-Pasadena-The Woodlands, TX"
05760,50001,,
71333,22009,,
98019,53033,42660,"Seattle-Tacoma-Bellevue, WA"
42122,21227,14540,"Bowling Green, KY"
48049,26147,19820,"Detroit-Warren-Dearborn, MI"
12760,36025,,
23420,51001,,
85212,04013,38060,"Phoenix-Mesa-Chandler, AZ"
43071,39089,18140,"Columbus, OH"
55340,27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
00766,72149,38660,"Ponce, PR"
65246,29041,,
73459,40085,,
62539,17167,44100,"Springfield, IL"
97389,41043,10540,"Albany, OR"
52048,19043,,
13757,36025,,
66083,20121,28140,"Kansas City, MO-KS"
05079,50017,30150,"Lebanon-Claremont, NH-VT"
61025,17085,,
23072,51073,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
23875,51149,40060,"Richmond, VA"
47281,18071,42980,"Seymour, IN"
93224,06029,12540,"Bakersfield-Delano, CA"
71969,05097,,
28339,37085,11360,"Anderson Creek, NC"
49032,26149,44780,"Sturgis, MI"
45118,39015,17140,"Cincinnati, OH-KY-IN"
71441,22021,,
48456,26151,,
17853,42109,42780,"Selinsgrove, PA"
76543,48027,28660,"Killeen-Temple, TX"
14111,36029,15380,"Buffalo-Cheektowaga, NY"
28773,37149,,
23915,51117,,
05442,50015,,
53119,55133,33340,"Milwaukee-Waukesha, WI"
32317,12073,45220,"Tallahassee, FL"
17517,42071,29540,"Lancaster, PA"
64001,29107,28140,"Kansas City, MO-KS"
63005,29189,41180,"St. Louis, MO-IL"
28114,37045,43140,"Shelby-Kings Mountain, NC"
19465,42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
04496,23027,,
39140,28065,,
04984,23007,,
98321,53053,42660,"Seattle-Tacoma-Bellevue, WA"
27803,37127,40580,"Rocky Mount, NC"
53079,55039,22540,"Fond du Lac, WI"
62836,17055,,
97385,41047,41420,"Salem, OR"
50559,19109,,
28649,37193,35900,"North Wilkesboro, NC"
51448,19047,,
43830,39119,49780,"Zanesville, OH"
87930,35051,,
46702,18069,26540,"Huntington, IN"
57213,46039,,
25235,54013,,
61569,17143,37900,"Peoria, IL"
43025,39089,18140,"Columbus, OH"
14861,36015,21300,"Elmira, NY"
99338,53005,28420,"Kennewick-Richland, WA"
43112,39045,18140,"Columbus, OH"
15068,42129,38300,"Pittsburgh, PA"
44093,39007,17410,"Cleveland, OH"
98245,53055,,
30634,13105,,
01473,25027,49340,"Worcester, MA"
01541,25027,49340,"Worcester, MA"
50029,19077,19780,"Des Moines-West Des Moines, IA"
55038,27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
33585,12119,48680,"Wildwood-The Villages, FL"
45883,39107,16380,"Celina, OH"
61531,17057,15900,"Canton, IL"
52619,19111,22800,"Fort Madison, IA"
47358,18135,,
66438,20117,,
13346,36053,45060,"Syracuse, NY"
53019,55039,22540,"Fond du Lac, WI"
80018,08005,19740,"Denver-Aurora-Centennial, CO"
12958,36019,38460,"Plattsburgh, NY"
12957,36033,,
62513,17021,45380,"Taylorville, IL"
23968,51117,,
27343,37145,20500,"Durham-Chapel Hill, NC"
59033,30097,,
37330,47051,49010,"Winchester, TN"
52039,19061,20220,"Dubuque, IA"
65059,29027,27620,"Jefferson City, MO"
77969,48239,,
15057,42125,38300,"Pittsburgh, PA"
24185,51141,,
70529,22055,29180,"Lafayette, LA"
19529,42011,39740,"Reading, PA"
43728,39115,,
68654,31143,,
13147,36011,12180,"Auburn, NY"
30171,13015,12060,"Atlanta-Sandy Springs-Roswell, GA"
48014,26147,19820,"Detroit-Warren-Dearborn, MI"
87027,35043,10740,"Albuquerque, NM"
13760,36007,13780,"Binghamton, NY"
30251,13199,12060,"Atlanta-Sandy Springs-Roswell, GA"
48022,26147,19820,"Detroit-Warren-Dearborn, MI"
47022,18029,17140,"Cincinnati, OH-KY-IN"
06419,09007,,
24578,51163,,
36854,01017,29300,"LaGrange, GA-AL"
66970,20089,,
47126,18019,31140,"Louisville/Jefferson County, KY-IN"
37353,47011,17420,"Cleveland, TN"
26237,54097,,
54007,55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
75758,48213,11980,"Athens, TX"
12540,36027,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
80108,08035,19740,"Denver-Aurora-Centennial, CO"
95925,06115,49700,"Yuba City, CA"
84316,49003,14940,"Brigham City, UT-ID"
73034,40109,36420,"Oklahoma City, OK"
51007,19193,43580,"Sioux City, IA-NE-SD"
66531,20161,31740,"Manhattan, KS"
78245,48029,41700,"San Antonio-New Braunfels, TX"
14167,36121,,
73002,40051,36420,"Oklahoma City, OK"
03909,23031,38860,"Portland-South Portland, ME"
77377,48201,26420,"Houston-Pasadena-The Woodlands, TX"
23308,51001,,
77375,48201,26420,"Houston-Pasadena-The Woodlands, TX"
62690,17117,41180,"St. Louis, MO-IL"
43569,39173,45780,"Toledo, OH"
30134,13097,12060,"Atlanta-Sandy Springs-Roswell, GA"
83336,16067,15420,"Burley, ID"
55324,27093,,
64505,29003,41140,"St. Joseph, MO-KS"
24377,51185,14140,"Bluefield, WV-VA"
56442,27035,14660,"Brainerd, MN"
51527,19165,,
68659,31037,18100,"Columbus, NE"
13637,36045,48060,"Watertown-Fort Drum, NY"
34480,12083,36100,"Ocala, FL"
23141,51127,40060,"Richmond, VA"
27897,37131,40260,"Roanoke Rapids, NC"
72670,05101,25460,"Harrison, AR"
71067,22015,43340,"Shreveport-Bossier City, LA"
14416,36037,12860,"Batavia, NY"
12737,36105,33910,"Monticello, NY"
46031,18057,26900,"Indianapolis-Carmel-Greenwood, IN"
28617,37009,,
49048,26077,28020,"Kalamazoo-Portage, MI"
04763,23003,,
04758,23003,,
93940,06053,41500,"Salinas, CA"
04930,23019,12620,"Bangor, ME"
63660,29221,,
65681,29209,,
71959,05109,,
99321,53025,34180,"Moses Lake, WA"
01543,25027,49340,"Worcester, MA"
12065,36091,10580,"Albany-Schenectady-Troy, NY"
12941,36031,,
49775,26097,,
92262,06065,40140,"Riverside-San Bernardino-Ontario, CA"
35063,01127,13820,"Birmingham, AL"
04043,23031,38860,"Portland-South Portland, ME"
50262,19053,,
56323,27121,,
46567,18085,47700,"Warsaw, IN"
50143,19123,36820,"Oskaloosa, IA"
62481,17079,,
